TramAPC_PK,AugmentationEnqueuedDatetime,AugmentationPublishDatetime,AugmentationReceiveDatetime,DoTPublisherEnqueuedDatetime,DoTPublisherReceiveDatetime,DotPublisherPayloadCreatedDatetime,DotPublisherPublishDatetime,SiriDispatchDatetime,SiriReceiveDatetime,RecordedAtTime,ValidUntilTime,Bearing,ConfidenceLevel,Delay,DestinationAimedArrivalTime,DestinationName,DestinationRef,DirectionRef,InCongestion,InPanic,JourneyPatternName,JourneyPatternRef,Latitude,LineRef,LocationRecordedAtTime,Longitude,Monitored,MonitoringError,OperatorRef,OriginAimedDepartureTime,OriginName,OriginRef,ProgressStatus,RouteRef,ServiceFeatureRef,VehicleFeatureRef,VehicleMode,VehicleRef,VehicleStatus,Velocity,DistanceAlongRoute,End1Active,End2Active,IsDoorOpen,MessageId,Occupancy,OperationalDay,PassengerCounting_DisembarkTotal,PassengerCounting_Doors,PassengerCounting_EmbarkTotal,PermanentTripNumber,RunNo,ScheduleDeviationCode,StopId,VehicleClass,VehicleType,Load_Datetime_UTC,Source_Transaction_Datetime_UTC,Source_Transaction_Datetime_Local,ETL_Run_ID,Row_Change_Type,Row_Load_Sequence,Record_Source,Record_Source_Full,Full_Record_Hash
2025-06-05T07:57:33.423+10:00|96|OUT|2025-06-05T07:24:00.000+10:00|T6100|476e62a8-5fc8-4630-a7d6-8ea260811864,2025-06-05T07:57:33.997,2025-06-05T07:57:33.912,2025-06-05T07:57:33.908,2025-06-05T07:57:36.707,2025-06-05T07:57:36.765,2025-06-05T07:57:36.765,2025-06-05T07:57:36.765,2025-06-05T07:57:33.997,2025-06-05T07:57:33.950,2025-06-05T07:57:33.423,2025-06-05T07:57:43.423,90,unconfirmed,366,5/06/2025 8:11,EBWK,EBWK,OUT,null,FALSE,notknown,notknown,-37.811428,96,2025-06-05T07:57:33.423,144.972719,TRUE,notknown,Yarratrams,5/06/2025 7:24,SKRS,SKRS,IS,96,notknown,notknown,tram,T6100,notknown,6,8904,FALSE,TRUE,FALSE,476e62a8-5fc8-4630-a7d6-8ea260811864,notknown,2025-06-05T10:00:00.000,84,"[{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":4,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":17,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":22,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":9,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":15,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":19,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":28,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":13,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":17,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":5,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":22,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":15,""Wheelchair"":0},""id"":9}]",110,111631922,S045,ML,null,E,1,2025-06-06T11:20:37.910,2025-06-05T07:57:33.423,57:33.4,6.98878E+14,I,1,TramAPC,TramAPC stream,3.2346E+127
2025-06-06T09:25:22.312+10:00|96|OUT|2025-06-06T09:25:00.000+10:00|T6100|ace523ff-8ec9-4d5e-9980-73c0fd7b92ae,2025-06-06T09:25:22.680,2025-06-06T09:25:22.707,2025-06-06T09:25:22.702,2025-06-06T09:25:31.667,2025-06-06T09:25:31.751,2025-06-06T09:25:31.751,2025-06-06T09:25:31.751,2025-06-06T09:25:22.676,2025-06-06T09:25:22.632,2025-06-06T09:25:22.312,2025-06-06T09:25:32.312,315,unconfirmed,6,6/06/2025 10:17,EBWK,EBWK,OUT,null,FALSE,notknown,notknown,-37.868198,96,2025-06-06T09:25:22.312,144.979385,TRUE,notknown,Yarratrams,6/06/2025 9:25,STKB,STKB,AL,96,notknown,notknown,tram,T6100,notknown,19,86,FALSE,TRUE,FALSE,ace523ff-8ec9-4d5e-9980-73c0fd7b92ae,notknown,2025-06-06T10:00:00.000,6,"[{""CounterState"":""INVALID"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":8,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":9}]",11,118741348,S045,null,null,E,1,2025-06-06T11:20:37.910,2025-06-06T09:25:22.312,25:22.3,6.98878E+14,I,1,TramAPC,TramAPC stream,3.7666E+127
2025-06-06T10:00:31.110+10:00|96|OUT|2025-06-06T09:25:00.000+10:00|T6100|c9928d72-069b-4d7d-96ba-9e976b8b01ff,2025-06-06T10:00:35.829,2025-06-06T10:00:35.857,2025-06-06T10:00:35.854,2025-06-06T10:00:40.396,2025-06-06T10:00:40.233,2025-06-06T10:00:40.233,2025-06-06T10:00:40.233,2025-06-06T10:00:35.829,2025-06-06T10:00:35.790,2025-06-06T10:00:31.110,2025-06-06T10:00:41.110,90,unconfirmed,246,6/06/2025 10:17,EBWK,EBWK,OUT,null,FALSE,notknown,notknown,-37.812498,96,2025-06-06T10:00:31.110,144.969036,TRUE,notknown,Yarratrams,6/06/2025 9:25,STKB,STKB,IS,96,notknown,notknown,tram,T6100,notknown,15,8570,FALSE,TRUE,FALSE,c9928d72-069b-4d7d-96ba-9e976b8b01ff,notknown,2025-06-06T10:00:00.000,116,"[{""CounterState"":""INVALID"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":12,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":24,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":32,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":4,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":22,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":22,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":6,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":16,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":24,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":13,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":28,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":4,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":30,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":32,""Wheelchair"":0},""id"":9}]",161,118741348,S045,LT,null,E,1,2025-06-06T11:20:37.910,2025-06-06T10:00:31.110,00:31.1,6.98878E+14,I,1,TramAPC,TramAPC stream,6.6624E+127
2025-06-05T08:35:55.410+10:00|96|IN|2025-06-05T08:21:00.000+10:00|T6100|4acebc21-5e47-48ce-ba13-0445a932a885,2025-06-05T08:35:57.405,2025-06-05T08:35:57.430,2025-06-05T08:35:57.427,2025-06-05T08:36:05.614,2025-06-05T08:36:05.664,2025-06-05T08:36:05.664,2025-06-05T08:36:05.664,2025-06-05T08:35:57.402,2025-06-05T08:35:57.361,2025-06-05T08:35:55.410,2025-06-05T08:36:05.410,180,unconfirmed,282,5/06/2025 9:17,STKB,STKB,IN,null,FALSE,notknown,notknown,-37.792614,96,2025-06-05T08:35:55.410,144.975819,TRUE,notknown,Yarratrams,5/06/2025 8:21,EBWK,EBWK,IS,96,notknown,notknown,tram,T6100,notknown,0,10964,TRUE,FALSE,FALSE,4acebc21-5e47-48ce-ba13-0445a932a885,notknown,2025-06-05T10:00:00.000,11,"[{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":16,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":27,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":12,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":21,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":11,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":26,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":9,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":24,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":10,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":2,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":31,""Wheelchair"":0},""id"":9}]",187,111630888,S045,LT,null,E,1,2025-06-06T11:20:37.910,2025-06-05T08:35:55.410,35:55.4,6.98878E+14,I,1,TramAPC,TramAPC stream,3.4356E+127
2025-06-06T08:19:45.293+10:00|96|IN|2025-06-06T08:20:00.000+10:00|T6100|2b0444a7-9c1a-4091-abb5-a3ada1a12c11,2025-06-06T08:19:45.426,2025-06-06T08:19:45.459,2025-06-06T08:19:45.456,2025-06-06T08:19:54.425,2025-06-06T08:19:54.481,2025-06-06T08:19:54.481,2025-06-06T08:19:54.481,2025-06-06T08:19:45.418,2025-06-06T08:19:45.382,2025-06-06T08:19:45.293,2025-06-06T08:19:55.293,180,unconfirmed,-36,6/06/2025 9:17,STKB,STKB,IN,null,FALSE,notknown,notknown,-37.766461,96,2025-06-06T08:19:45.293,144.980366,TRUE,notknown,Yarratrams,6/06/2025 8:20,EBWK,EBWK,IS,96,notknown,notknown,tram,T6100,notknown,10,13798,TRUE,FALSE,FALSE,2b0444a7-9c1a-4091-abb5-a3ada1a12c11,notknown,2025-06-06T10:00:00.000,1,"[{""CounterState"":""INVALID"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":1,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":0,""Wheelchair"":0},""id"":9}]",0,118741122,S045,OT,null,E,1,2025-06-06T11:20:37.910,2025-06-06T08:19:45.293,19:45.3,6.98878E+14,I,1,TramAPC,TramAPC stream,3.3333E+127
2025-06-06T08:58:54.703+10:00|96|IN|2025-06-06T08:20:00.000+10:00|T6100|e3138f6b-4278-4207-ba2b-de7868a2a40b,2025-06-06T08:58:54.867,2025-06-06T08:58:54.912,2025-06-06T08:58:54.906,2025-06-06T08:59:02.145,2025-06-06T08:59:02.220,2025-06-06T08:59:02.220,2025-06-06T08:59:02.220,2025-06-06T08:58:54.874,2025-06-06T08:58:54.836,2025-06-06T08:58:54.703,2025-06-06T08:59:04.703,180,unconfirmed,18,6/06/2025 9:17,STKB,STKB,IN,null,FALSE,notknown,notknown,-37.824828,96,2025-06-06T08:58:54.703,144.956806,TRUE,notknown,Yarratrams,6/06/2025 8:20,EBWK,EBWK,IS,96,notknown,notknown,tram,T6100,notknown,0,6224,TRUE,FALSE,FALSE,e3138f6b-4278-4207-ba2b-de7868a2a40b,notknown,2025-06-06T10:00:00.000,218,"[{""CounterState"":""INVALID"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":40,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":43,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":9,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":17,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":32,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":31,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":7,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":18,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":42,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":39,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":7,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":17,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":32,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":25,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":13,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":25,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":31,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":38,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":5,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":20,""Wheelchair"":0},""id"":9}]",273,118741122,S045,OT,null,E,1,2025-06-06T11:20:37.910,2025-06-06T08:58:54.703,58:54.7,6.98878E+14,I,1,TramAPC,TramAPC stream,3.3334E+127
2025-06-05T11:03:53.617+10:00|96|IN|2025-06-05T10:20:00.000+10:00|T6100|7898c704-4d77-49ee-9a03-a5c7a7c7ee05,2025-06-05T11:03:59.057,2025-06-05T11:03:59.094,2025-06-05T11:03:59.091,2025-06-05T11:04:04.547,2025-06-05T11:04:04.603,2025-06-05T11:04:04.603,2025-06-05T11:04:04.603,2025-06-05T11:03:59.061,2025-06-05T11:03:59.017,2025-06-05T11:03:53.617,2025-06-05T11:04:03.617,225,unconfirmed,276,5/06/2025 10:58,SBDP,SBDP,IN,null,FALSE,notknown,notknown,-37.831029,96,2025-06-05T11:03:53.617,144.947314,TRUE,notknown,Yarratrams,5/06/2025 10:20,EBWK,EBWK,IS,94,notknown,notknown,tram,T6100,notknown,0,156,FALSE,FALSE,FALSE,7898c704-4d77-49ee-9a03-a5c7a7c7ee05,notknown,2025-06-05T10:00:00.000,102,"[{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":18,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":22,""Wheelchair"":0},""id"":0},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":4,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""id"":1},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":14,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":13,""Wheelchair"":0},""id"":2},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":3,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":5,""Wheelchair"":0},""id"":3},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":19,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":17,""Wheelchair"":0},""id"":4},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":6,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":8,""Wheelchair"":0},""id"":5},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":8,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":10,""Wheelchair"":0},""id"":6},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":7,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":9,""Wheelchair"":0},""id"":7},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":15,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":10,""Wheelchair"":0},""id"":8},{""CounterState"":""OK"",""Disembark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":8,""Wheelchair"":0},""Embark"":{""Adult"":0,""Bicycle"":0,""Children"":0,""Total"":15,""Wheelchair"":0},""id"":9}]",112,111630907,S045,LT,null,E,1,2025-06-06T11:20:37.910,2025-06-05T11:03:53.617,03:53.6,6.98878E+14,I,1,TramAPC,TramAPC stream,3.8336E+127
